created,text,retwc,hashtag,followers,friends
2017-09-07 15:46:28,b'RT @itzkidmarley: The worst thing about malaria is the useless dreams you will be having. How can I be eating beans and bread with mbappe i\xe2\x80\xa6',7,None,5194,1526
2017-09-07 15:45:19,b'Would be useful if the malaria world similarly recognized accomplishments short of eliminating all transmission https://t.co/nXfwDQa94j',0,None,134,92
2017-09-07 15:44:03,b'RT @WSPA7: Italy orders investigation after child dies of malaria https://t.co/Y4BoGOJyBS',2,None,127,101
2017-09-07 15:42:42,"b""@theonlywayisup she's got enough problems with a name like Malaria!!""",0,None,1415,699
2017-09-07 15:42:00,"b""Thousands hit by malaria, dengue as South Asia's worst floods in a decade recede https://t.co/cSPPLcAMAL #NatlPrep""",3,NatlPrep,4221,1796
2017-09-07 15:41:48,b'South Sudan: South Sudan\xe2\x80\x99s malaria toll highlights disease burden in war-torn\xc2\xa0nation https://t.co/liXWmIPEW6 https://t.co/IrN0LSWHwd',0,None,6,1
2017-09-07 15:41:22,b'RT @olympicchannel: From malaria to medal @annyonuora was fighting for her life. 10 months later she stood again on the Olympic podium. @ia\xe2\x80\xa6',12,None,681,840
2017-09-07 15:40:53,"b'@ the regional committee meeting issues like yellow fever, STIs, NCDS, and malaria were looked @ in depth #WHAZW18 @MoHCCZim @WHOAFRO'",0,WHAZW18,214865,36002
2017-09-07 15:40:04,b'Italy orders investigation after child dies of malaria https://t.co/tjmJifl4bo',0,None,38767,37933
2017-09-07 15:39:52,"b""RT @GoldCoastReport: It's a shame we lost out on a potential 5\xe2\xad\x90 rating cos of how long it took tea to cool &amp; too much malaria https://t.co/\xe2\x80\xa6""",4,None,84,2
2017-09-07 15:39:29,b'RT @itzkidmarley: The worst thing about malaria is the useless dreams you will be having. How can I be eating beans and bread with mbappe i\xe2\x80\xa6',7,None,1134,432
2017-09-07 15:39:20,b'RT @Novartis: \xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cMalaria: the next stage in the fightback  \xe2\x80\x9d by @Novartis\n\nhttps://t.co/6OFGdjir6O',84,None,2795,4527
2017-09-07 15:38:33,b'RT @MicrobesInfect: New drugs block transmission of #Plasmodium falciparum from infected host (mouse model) to #mosquitoes https://t.co/Cpb\xe2\x80\xa6',8,Plasmodium,107,159
2017-09-07 15:37:56,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,77,218
2017-09-07 15:37:05,b'Italy orders investigation after child dies of malaria https://t.co/Y4BoGOJyBS',2,None,54421,335
2017-09-07 15:36:24,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,23,193
2017-09-07 15:33:41,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,573,750
2017-09-07 15:33:36,b'BBC Sport - Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/V7Hbs5ieTj',0,None,441,363
2017-09-07 15:32:50,"b""RT @GoldCoastReport: It's a shame we lost out on a potential 5\xe2\xad\x90 rating cos of how long it took tea to cool &amp; too much malaria https://t.co/\xe2\x80\xa6""",4,None,2440,626
2017-09-07 15:31:39,b'RT @ExtremeBlitzz: WE NEED A FAT RUSSIAN BLACK DISNEY PRINCESS WITH TERMINAL MALARIA AND AIDS',49,None,17,59
2017-09-07 15:31:12,"b""It's a shame we lost out on a potential 5\xe2\xad\x90 rating cos of how long it took tea to cool &amp; too much malaria https://t.co/eppuHU9hE1""",4,None,161,36
2017-09-07 15:30:40,"b'RT @MalawiUNICEF: Training Health Surveillance Assistants is essential because they identify, treat and refer children with common illnesse\xe2\x80\xa6'",5,None,244,644
2017-09-07 15:30:18,b'BHGS has been successful in retaining its International School status! The British Council praised our malaria... https://t.co/vnR8JV01Wh',0,None,171,35
2017-09-07 15:29:58,"b""@NFLNinja_PhD Where's Malaria's college degree bro?""",0,None,152,395
2017-09-07 15:29:31,b'BBC Sport - Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/aKA0K2DoAD',0,None,72,551
2017-09-07 15:29:06,b'RT @itzkidmarley: The worst thing about malaria is the useless dreams you will be having. How can I be eating beans and bread with mbappe i\xe2\x80\xa6',7,None,85,245
2017-09-07 15:28:40,"b'Malaria Transmission From Monkeys to Humans, Study Finds https://t.co/agOiIXhxXA'",0,None,361,35
2017-09-07 15:25:28,"b'Baygon to prevent Mosquitoes is now N1,500 and Artesunate to cure Malaria is N400..\nPleas, is prevention still beter than cure???'",0,None,31,84
2017-09-07 15:23:53,"b'Minister of State, Joseph Harmon today reported that at least 368 cases of Malaria have\xe2\x80\xa6 https://t.co/GWacsOutq2 https://t.co/cKgSJUCvrg'",0,None,186,215
2017-09-07 15:22:30,"b'Guyana has decided to intensify measles surveillance near the border with Venezuela, even as nationals of that... https://t.co/NTsHUvIJyP'",0,None,8017,202
2017-09-07 15:22:19,b'Guyana heightens measles surveillance near Venezuela border; treating Venezuelans for malaria\xe2\x80\xa6 https://t.co/KpvtdBJPDH',0,None,8017,202
2017-09-07 15:21:58,b'RT @mbrukia: Malaria prevalence continues to reduce in Uganda: Revealed at Malaria review meeting @opigojimmy @MinofHealthUG @ntvuganda @At\xe2\x80\xa6',4,None,199,204
2017-09-07 15:21:36,b'From malaria to Olympic medallist in 10 months https://t.co/Lvsxz2jnnW https://t.co/yuyA1GxoTN',0,None,2,45
2017-09-07 15:21:10,"b'RT @MoH_mv: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now #Measles, remarkable achievements."" - Dr Poonam Khetrapal\xe2\x80\xa6'",42,Measles,102,683
2017-09-07 15:20:28,"b""@NFLNinja_PhD Trump University graduate I see. Where's Malaria's college degree?""",0,None,152,395
2017-09-07 15:20:18,"b'#Mosquito menace in #Delhi: Dengue cases cross 1000 mark, 524 of #malaria\nhttps://t.co/Uy5wliFLGy'",0,Mosquito,15,131
2017-09-07 15:19:44,b'RT @fIirtation: A girls favorite text https://t.co/Qrxlhggucb',15,None,209,332
2017-09-07 15:19:11,"b""RT @NatashaFatah: Thousands hit by malaria, dengue as South Asia's worst floods in a decade recede https://t.co/SD00FuuSV2""",13,None,2835,4274
2017-09-07 15:18:59,b'RT @GirlPosts: me: *completely detached and distant* \n\nalso me: *easily attached and clingy*',1376,None,209,332
2017-09-07 15:18:33,b'RT @MinofHealthUG: Budaka District registers drop in Malaria prevalence from 47% to 16.1%.This has been attributed to @GovUganda multi pron\xe2\x80\xa6',20,None,43703,48000
2017-09-07 15:17:53,b'@AEI France during Algeria colonisation stopped malaria by working on the environnement and healthcare .',0,None,424,797
2017-09-07 15:17:44,"b'Cheap drugs are important, but they are not the only ingredient necessary to eradicate malaria. We need innovators. https://t.co/5GiEDfOQOn'",0,None,5517,5068
2017-09-07 15:17:43,"b""@NFLNinja_PhD Where's Malaria's college degree?""",0,None,152,395
2017-09-07 15:16:26,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,107,131
2017-09-07 15:15:11,"b""@NFLNinja_PhD Is that all you got? Where's Malaria's college degree?""",0,None,152,395
2017-09-07 15:15:11,"b'Cheap drugs are important, but they are not the only ingredient necessary to eradicate malaria. We need innovators. https://t.co/k3wXWJD77H'",1,None,97795,6248
2017-09-07 15:14:09,b'What shud I do ?How does one stop this? #malaria #dengue #Bangalorehealthcommission #BMTC \n#bangalorerains #bangaloremirror #bangaloretimes',0,malaria,48,132
2017-09-07 15:13:33,b'Deadly Malaria Appears To Have Returned To Italy After Decades Via Infected Muslims &amp;amp; Black Africans https://t.co/nJRuU0LkSr',0,None,672,1542
2017-09-07 15:12:00,b'RT @bbbrieger: https://t.co/VesL2z2hXE only 7% health commodities thru #Chemonics #supplychain project arrived at destination \xe2\x80\x98on time &amp; in\xe2\x80\xa6',1,Chemonics,1331,221
2017-09-07 15:11:02,b'RT @R4Randall1: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate - Breitbart https://t.co/BdjAHYSDLu',1,None,295,494
2017-09-07 15:09:48,b'RT @Kharamel_Dip: My hometown witches really followed me here with malaria...smh\nMans is actually hot right now \xe2\x98\xb9\xef\xb8\x8f',1,None,1540,634
2017-09-07 15:09:39,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/512xVPq1Oj',0,None,57,278
2017-09-07 15:09:31,b'RT @2nd_Amendment: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate\n\nhttps://t.co/9gLuS3SyQZ',2,None,3963,3337
2017-09-07 15:07:40,b'RT @MinofHealthUG: Budaka District registers drop in Malaria prevalence from 47% to 16.1%.This has been attributed to @GovUganda multi pron\xe2\x80\xa6',20,None,951,1427
2017-09-07 15:07:04,"b'#Wildfire smoke in US spreads eastward, 3 hurricanes churn in the Atlantic, &amp; in S. Asia diseased #floodwaters\xe2\x80\xa6 https://t.co/mTmH3KWVW9'",0,Wildfire,268,478
2017-09-07 15:06:48,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,767,700
2017-09-07 15:06:30,b'RT @thereaIbanksy: Air Pollution Kills More Children Globally Than Malaria. https://t.co/pxcJldKFA8',1247,None,701,1465
2017-09-07 15:06:19,b'RT @JohnJplnd: @QhaweNgubane Please Hillary go on a long long long vacation with no internet access on a remote malaria infested uninhabite\xe2\x80\xa6',1,None,68,30
2017-09-07 15:05:45,b'RT @HazardChaos: Didier Drogba once stopped a civil war in his country. He also recovered from Malaria in 26 minutes. The man is a living l\xe2\x80\xa6',10,None,795,339
2017-09-07 15:05:26,"b'countries: India, Pakistan, Nepal Bangladesh,1,400 ppl killed, thousands others hit w/diarrhea,malaria,dengue. \n https://t.co/bGzXaA1RT4'",0,None,223,286
2017-09-07 15:05:13,b'RT @thedailybeast: Malaria was eradicated from Italy in 1970 but 4yo who died this week could not have contracted it anywhere but Italy htt\xe2\x80\xa6',14,None,1,69
2017-09-07 15:04:27,b'@QhaweNgubane Please Hillary go on a long long long vacation with no internet access on a remote malaria infested uninhabited island!',1,None,68,30
2017-09-07 15:03:50,"b'RT @Solidarity_BSI: 252,000 cases of malaria per week = 1million cases per months. A huge burden for the poorest country in the world! Smar\xe2\x80\xa6'",1,None,3379,1307
2017-09-07 15:03:41,"b'RT @iwacuinfo: #Burundi \xe2\x80\x9cSince the ministry declared malaria as an epidemic, more than 252,000 cases detected per week"",T.Ndikumana https:/\xe2\x80\xa6'",4,Burundi,3379,1307
2017-09-07 15:03:30,"b'RT @WasteAidUK: Waste &amp; pollution kill 9 million people a year, 20x more than malaria (@WHO). #WasteManagement for #Health. #SDG3 https://t\xe2\x80\xa6'",9,WasteManagement,1048,782
2017-09-07 15:03:13,b'Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate\n\nhttps://t.co/9gLuS3SyQZ',2,None,30377,27666
2017-09-07 15:03:01,b'RT @Officially_LeB: @ClassicFM973 @YinkaOretuga Down with malaria but thy musical lit me up . Big ups classic',0,None,3713,449
2017-09-07 15:01:56,b'RT @RollBackMalaria: #ClimateChange accelerates the spread of #malaria. @RollBackMalaria Board Chair attending #RC70 welcomes the signing o\xe2\x80\xa6',3,ClimateChange,76,329
2017-09-07 15:01:17,b'Top malaria @rightrelevance influencers (https://t.co/YsCoBZ8dyh) to follow https://t.co/52zMFJ1UOf',0,None,3781,1863
2017-09-07 15:01:10,b'#ClimateChange accelerates the spread of #malaria. @RollBackMalaria Board Chair attending #RC70 welcomes the signin\xe2\x80\xa6 https://t.co/nj6CdvXB6O',3,ClimateChange,16545,7302
2017-09-07 15:01:03,b'RT @olympicchannel: From malaria to medal @annyonuora was fighting for her life. 10 months later she stood again on the Olympic podium. @ia\xe2\x80\xa6',12,None,56,333
2017-09-07 15:00:55,b'Did you remember to take your #malaria pill? We hope you did!',0,malaria,82,49
2017-09-07 15:00:32,"b""RT @NPRHealth: In A Case That Is 'Almost Impossible,' Girl Dies Of Malaria In Italy https://t.co/nHA32O113Y""",17,None,4608,5037
2017-09-07 14:59:21,"b""Great evening, ruined by https://t.co/5nJy7YCOK1 around my ankles is burning with the sting.Malaria,Dengue! I'm going into depression first.""",1,None,274,607
2017-09-07 14:59:05,"b""@JVataj @Jean4wishes @RedCross @CruzRoja_MX What if someone gets sick...? Seriously? It's not like they're surround\xe2\x80\xa6 https://t.co/xFL12vHD6x""",0,None,1392,1625
2017-09-07 14:58:57,b'My hometown witches really followed me here with malaria...smh\nMans is actually hot right now \xe2\x98\xb9\xef\xb8\x8f',1,None,1170,329
2017-09-07 14:58:41,b'Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate - Breitbart https://t.co/BdjAHYSDLu',1,None,5428,4046
2017-09-07 14:57:36,b'@NFLNinja_PhD Malaria Tramp was an ex soft porn model who lied about having a college degree plagiarized parts of h\xe2\x80\xa6 https://t.co/yHdMbqoeSE',0,None,152,395
2017-09-07 14:57:31,b'MEDICAL ISSUES ALL OVER THE WORLD \n\nThe Global Medical Press is out! https://t.co/AX0c0kqfvo #malaria #yemen',0,malaria,262,1659
2017-09-07 14:57:02,"b'NEW DELHI (Reuters) - Thousands of people are suffering from an outbreak of diarrhea, malaria and dengue in... https://t.co/Nq5ttoHoue'",0,None,1613,1952
2017-09-07 14:56:59,"b'Thousands Hit By Malaria, Dengue As South Asia\xe2\x80\x99s Worst Floods In A Decade\xc2\xa0Recede https://t.co/Yj1GsObhEB https://t.co/vvao6iXFTt'",0,None,1613,1952
2017-09-07 14:56:58,"b'NEW DELHI (Reuters) - Thousands of people are suffering from an outbreak of diarrhea, malaria and dengue in... https://t.co/vXgmGJOZpd'",0,None,1613,1952
2017-09-07 14:55:53,b'@AlfioKrancic geniale #malaria #Boldrini https://t.co/C75NBp0p6E',0,malaria,435,849
2017-09-07 14:54:21,"b'RT @iwacuinfo: #Burundi \xe2\x80\x9cSince the ministry declared malaria as an epidemic, more than 252,000 cases detected per week"",T.Ndikumana https:/\xe2\x80\xa6'",4,Burundi,1987,169
2017-09-07 14:54:14,"b'@danjbecker @ceid_uga @UGAEcology thanks @danjbecker . And yes, please apply, especially if you love math models, m\xe2\x80\xa6 https://t.co/gYEFmYGMgv'",0,None,117,53
2017-09-07 14:53:01,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,5,22
2017-09-07 14:52:56,b'Saw a malaria parasite under a microscope today! I am sooo intrigued \xf0\x9f\xa4\x93\xf0\x9f\xa4\x93',0,None,68,165
2017-09-07 14:51:02,b'RT @olympicchannel: From malaria to medal @annyonuora was fighting for her life. 10 months later she stood again on the Olympic podium. @ia\xe2\x80\xa6',12,None,578,1235
2017-09-07 14:50:06,b'From malaria to medal @annyonuora was fighting for her life. 10 months later she stood again on the Olympic podium.\xe2\x80\xa6 https://t.co/J9CtacihBw',12,None,307149,4836
2017-09-07 14:49:28,"b'RT @MalariaAtlas: Malaria outbreak kills over 4,000 in #SouthSudan, most severe the country has ever seen. &gt;900,000 cases. https://t.co/c77\xe2\x80\xa6'",22,SouthSudan,62,441
2017-09-07 14:47:44,"b""#Italy opens #manslaughter #probe over #child 's malaria #death https://t.co/Bx6BR7Ix8f""",0,Italy,554,478
2017-09-07 14:45:13,b'Typhoid and malaria',0,None,957,483
2017-09-07 14:45:10,"b'RT @malarianomoreuk: Clinical trials for the new ""game changing"" malaria drug to begin in 9 countries across Africa &amp; Asia #EndMalaria http\xe2\x80\xa6'",6,EndMalaria,154,265
2017-09-07 14:44:39,"b""Italy opens manslaughter probe over child's malaria death https://t.co/1EZhX3rpQ8""",0,None,9005,7228
2017-09-07 14:44:23,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,44,308
2017-09-07 14:44:10,"b'""The Risorse Umane HR Daily"" is out! https://t.co/LyV1ut5E6O Stories via @rostili #malaria #lavoro'",0,malaria,1705,406
2017-09-07 14:43:55,b'RT @Michael_0000: Italy Faces Malaria Diagnosis Years After Eradicating the Disease  -  https://t.co/ZkzDAHM6df https://t.co/yj39sapSfT',1,None,11574,239
2017-09-07 14:42:58,"b""Italy opens manslaughter probe over child's #malaria death https://t.co/w5le9vWHEA""",0,malaria,6277,1
2017-09-07 14:42:54,"b'""Death of girl by malaria"", dear https://t.co/b5FPfcpTrS'",0,None,1202,568
2017-09-07 14:42:13,b'From malaria to Olympic medallist in 10 months https://t.co/uw7WWxj6fr',0,None,29,8
2017-09-07 14:40:06,b'RT @todayng: Italy treating death of girl killed by malaria as manslaughter https://t.co/B2Kk7ZsFeM',2,None,432,1246
2017-09-07 14:39:53,b'Italy treating death of girl killed by malaria as manslaughter https://t.co/8B8iqwAX8K via todayng',0,None,241,307
2017-09-07 14:39:51,b'RT @todayng: Italy treating death of girl killed by malaria as manslaughter https://t.co/B2Kk7ZsFeM',2,None,113,250
2017-09-07 14:38:38,"b""@EdDarrell @BitchWithA_W Ed, I understand the science of biomagnification and persistence.  I'm talking about the u\xe2\x80\xa6 https://t.co/iPBrvMhk11""",0,None,29,244
2017-09-07 14:38:29,"b""funny how girls in school from the age of like 13 - 16 are fine throughout the summer but when school hits they've all got fuckin malaria""",0,None,90,145
2017-09-07 14:38:08,b'Italy treating death of girl killed by malaria as manslaughter https://t.co/B2Kk7ZsFeM',2,None,105320,2
2017-09-07 14:38:08,b'Italy treating death of girl killed by malaria as manslaughter https://t.co/hmybPs1cs5 via @todayng',0,None,1426018,2
2017-09-07 14:37:52,b'@DavidCornDC Zika. Malaria. West Nile. Dengue. Encephalitis. Any/all possible.',0,None,27,58
2017-09-07 14:36:49,b'RT @MEASURE_Eval: Findings from an assessment of the progress of #malaria interventions and outcomes in Nigeria https://t.co/XW9qM4MRG7 htt\xe2\x80\xa6',1,malaria,1346,1651
2017-09-07 14:35:49,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,145,117
2017-09-07 14:35:25,b'Non-travel-assoc. malaria case n Italy: Update from #ProMED EpiCORE  https://t.co/bG5BZRc2G6',0,ProMED,98,472
2017-09-07 14:34:29,b'RT @LSHTM_malaria: Could this be a next-generation antimalarial drug? https://t.co/242gRZVwrY #malaria #blog @lifearc1',6,malaria,4408,518
2017-09-07 14:33:39,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,860,1930
2017-09-07 14:33:34,b'Italy Faces Malaria Diagnosis Years After Eradicating the Disease  -  https://t.co/ZkzDAHM6df https://t.co/yj39sapSfT',1,None,1198255,13340
2017-09-07 14:33:14,b'@trentster @SselLanie @PinkHillProps @realDonaldTrump How stupid is Lanie! Shall we check? https://t.co/VYF0UpJYal',0,None,182,450
2017-09-07 14:32:11,b'RT @thereaIbanksy: Air Pollution Kills More Children Globally Than Malaria. https://t.co/pxcJldKFA8',1247,None,87,97
2017-09-07 14:31:15,b'Vaccines are vital - insight https://t.co/b83uUR1vPw https://t.co/MAhb2Clz7u',0,None,3781,1863
2017-09-07 14:31:05,"b'Fight against malaria requires innovators, not just cost-cutters https://t.co/QmkbC3rL8C What about multivector control incl. pesticides?'",0,None,58,28
2017-09-07 14:30:46,"b'@ASCOPost ""#VaccinesWORK!&gt;Targeting&gt;#AntibioticResistantBugs~Ongoing&gt;#ScientificResearchFindingsApplications&amp;FundingSupports&gt;#Malaria/Polio""'",0,VaccinesWORK,281,670
2017-09-07 14:28:16,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/4FMU7EXHvy https://t.co/hujaZD7Qdt',0,None,1030,222
2017-09-07 14:27:12,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,180,356
2017-09-07 14:25:13,b'5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/S5QEJ5NoA1',0,None,125,192
2017-09-07 14:24:52,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,84,81
2017-09-07 14:24:52,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,164,392
2017-09-07 14:24:51,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,588,967
2017-09-07 14:24:51,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,8396,8430
2017-09-07 14:24:38,"b'252,000 cases of malaria per week = 1million cases per months. A huge burden for the poorest country in the world!\xe2\x80\xa6 https://t.co/9Cd2a5DbqV'",1,None,11,67
2017-09-07 14:24:12,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,25,123
2017-09-07 14:22:28,"b""i already see what kind of day this is.. i've had a patient with mono and a patient with malaria... i'm ready to quit""",0,None,2140,856
2017-09-07 14:21:14,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 oh you forget say I get malaria https://t.co/kSZvlPihmD',0,None,928,826
2017-09-07 14:19:20,b'RT @NOAAClimate: Malaria risk zones are climbing mountains. New research from @climatesociety. https://t.co/KpVOSR2RAW https://t.co/lE1m2Hs\xe2\x80\xa6',33,None,168,195
2017-09-07 14:18:51,b'South Africa: Malaria season update! https://t.co/C4KYvECHYQ #malaria #travel #SouthAfrica',0,malaria,7282,3120
2017-09-07 14:18:50,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,12,47
2017-09-07 14:18:34,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/5asrVaKtv2 https://t.co/92KG5mI8mh',0,None,368,4368
2017-09-07 14:18:10,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/9dG1DOIBgP',0,None,638,11
2017-09-07 14:17:58,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,81,166
2017-09-07 14:17:51,b'Ankyrin-1 Gene Exhibits Allelic Heterogeneity in Conferring Protection Against\xc2\xa0Malaria https://t.co/H6lyUAJAjG',0,None,1175,942
2017-09-07 14:17:26,b'Italy opens manslaughter inquiry after four-year-old dies from malaria (via @thejournal_ie) https://t.co/TFmRykco2r',0,None,555,1130
2017-09-07 14:17:24,b'RT @DrMairoMandara: Study examines beliefs stopping pregnant women fm taking anti-#malaria precautions @world_midwives @RollBackMalaria htt\xe2\x80\xa6',1,malaria,160,520
2017-09-07 14:15:17,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,20265,2767
2017-09-07 14:15:15,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1876,1232
2017-09-07 14:14:54,b'@Melodia_ng best soap so far for malaria',0,None,100,278
2017-09-07 14:14:39,"b'@RoyalHatred One recorded Malaria death in Italy in the past week in Italy, probably because of that.'",0,None,2163,716
2017-09-07 14:14:23,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/uuxCzkB8yP https://t.co/2FZfxiP6rj',0,None,100789,98795
2017-09-07 14:13:49,b'RT @LINK_LSHTM: Nigeria malaria timeline is taking shape - starts in 1889 up to present day with 96 major events @nmcpnigeria : https://t.c\xe2\x80\xa6',3,None,352,158
2017-09-07 14:12:40,b'RT @HealthKPGovt: Today Dengue Larvicidal spray activity done by malaria #HealthKP staff at old water pond kot najibullah Haripur https://t\xe2\x80\xa6',2,HealthKP,790,1903
2017-09-07 14:12:17,b'Italy opens manslaughter inquiry after four-year-old dies from malaria (via @thejournal_ie) https://t.co/ZMRjVsKrYm',0,None,180,106
2017-09-07 14:11:30,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1341,939
2017-09-07 14:10:31,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,32,198
2017-09-07 14:09:52,"b'Trento, September 6 - The parasite that gave fatal malaria to a 4-year-old girl who died in\xe2\x80\xa6 https://t.co/av4IaLqmyD @UnitedNewsofUSA'",0,None,769,353
2017-09-07 14:09:20,"b""@ticocarr @BitchWithA_W Didn't say that. I merely note #RachelCarson and EPA knew what they were doing; never was a\xe2\x80\xa6 https://t.co/g1ZaeRaXfB""",0,RachelCarson,4825,5298
2017-09-07 14:08:53,b'Saying that black people bring malaria. This fucking country is awful',0,None,302,440
2017-09-07 14:08:21,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,84,1005
2017-09-07 14:08:01,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/DUNw7ZRWZ6 https://t.co/2HKMrYELF5',0,None,517,415
2017-09-07 14:07:37,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/AuqBRWvfbw https://t.co/h0QF3lpfju',0,None,11,7
2017-09-07 14:07:20,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,872,789
2017-09-07 14:07:19,b'@ticocarr @BitchWithA_W 2/ It accurately notes many nations foolishly ended anti-#malaria campaigns for various unsound reasons.',0,malaria,4825,5298
2017-09-07 14:07:07,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/7i55FJeiod https://t.co/Z7JWq6yhmm',0,None,1301,3997
2017-09-07 14:07:06,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2150,1362
2017-09-07 14:06:13,b'RT switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/mA3e8xB6Mj',0,None,734,1235
2017-09-07 14:05:56,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1100,745
2017-09-07 14:05:55,"b'@ticocarr @BitchWithA_W No. It accurately notes many nations foolishly cut funding to fight #malaria, including donor nations; 1/'",0,malaria,4825,5298
2017-09-07 14:04:28,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,570,4989
2017-09-07 14:04:05,b'Malaria: Italy treating death of girl as manslaughter https://t.co/zFNLuysPSz',0,None,57,394
2017-09-07 14:03:55,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,65,352
2017-09-07 14:03:08,b'The latest Il Network di AGIRE! https://t.co/O4zoKaXiue Thanks to coopi tdhitaly #malaria #terremoto',0,malaria,243,561
2017-09-07 14:02:52,b'Anyika Onuora: From malaria to Olympic medallist in 10 months: From losing the ability to\xe2\x80\xa6 https://t.co/AJvv5ohhh0',0,None,1692,1941
2017-09-07 14:02:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,188,179
2017-09-07 14:02:17,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1291,1069
2017-09-07 14:02:16,b'RT switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/8hMfqe2cb7',0,None,349,237
